book,chapter,verse,text
Joshua,21,36,"A) and Jazer and its suburbs; and Decmon and its suburbs; and Mapha and its suburbs; four cities. Joshua 21:38 (21:37) And out of the tribe of Gad the city of refuge for the slayer, both Ramoth in Galaad, and its suburbs; Camin and its suburbs; Joshua 21:39"
Joshua,21,37,"A) and Esbon and its suburbs; and Jazer and its suburbs: the cities were four in all. Joshua 21:40 (21:38) All these cities were given to the sons of Merari according to the families of them that were left out of the tribe of Levi; and their limits were the twelve cities. Joshua 21:41 (21:39) All the cities of the Levites in the midst of the possession of the children of Israel, were forty-eight cities, (21:40) and their suburbs round about these cities: Joshua 21:42"
Joshua,21,40,A) a city and the suburbs round about the city to all these cities: (21:
Joshua,21,40,B) and Joshua ceased
Joshua,21,40,C) and the children of Israel gave a portion to Joshua because of the commandment of the Lord: they gave him the city which he asked: they gave him
Joshua,21,40,"D) and Joshua built the city, and dwelt in it: (21:"
Joshua,21,40,"E) and Joshua took the knives of stone, wherewith he circumcised the children of Israel that were born in the desert by the way, and put them in Thamnasachar. Joshua 21:43 ¶ (21:41) So the Lord gave to Israel all the land which he sware to give to their fathers: and they inherited it, and dwelt in it. Joshua 21:44 (21:42) And the Lord gave them rest round about, as he sware to their fathers: not one of all their enemies maintained his ground against them; the Lord delivered all their enemies into their hands. Joshua 21:45 (21:43) There failed not one of the good things which the Lord spoke to the children of Israel; all came to pass."
Joshua,24,30,"A) there they put with him into the tomb in which they buried him, the knives of stone with which he circumcised the children of Israel in Galgala, when he brought them out of Egypt, as the Lord appointed them; and there they are to this day. Joshua 24:31 And Israel served the Lord all the days of Joshua, and all the days of the elders that lived as long as Joshua, and all that knew all the works of the Lord which he wrought for Israel. Joshua 24:32 And the children of Israel brought up the bones of Joseph out of Egypt, and buried them in Sicima, in the portion of the land which Jacob bought of the Amorites who dwelt in Sicima for a hundred ewe-lambs; and he gave it to Joseph for a portion. Joshua 24:33 And it came to pass afterwards that Eleazar the high-priest the son of Aaron died, and was buried in"
Joshua,24,33,"A) In that day the children of Israel took the ark of God, and carried it about among them; and Phinees exercised the priest's office in the room of Eleazar his father till he died, and he was buried in his own place Gabaar:"
Joshua,24,33,"B) but the children of Israel departed every one to their place, and to their own city: and the children of Israel worshipped Astarte, and Astaroth, and the gods of the nations round about them; and the Lord delivered them into the hands of Eglom king of Moab and he ruled over them eighteen years. Judges 1:1 ¶ And it came to pass after the death of Joshua, that the children of Israel enquired of the Lord, saying, Who shall go up for us first against the Chananites, to fight against them? Judges 1:2 And the Lord said, Judas shall go up: behold, I have delivered the land into his hand. Judges 1:3 And Judas said to his brother Symeon, Come up with me into my lot, and let us array ourselves against the Chananites, and I also will go with thee into thy lot: and Symeon went with him. Judges 1:4 And Judas went up; and the Lord delivered the Chananite and the Pherezite into their hands, and they smote them in Bezek to the number of ten thousand men. Judges 1:5 And they overtook Adonibezek in Bezek, and fought against him; and they smote the Chananite and the Pherezite. Judges 1:6 And Adonibezek fled, and they pursued after him, and took him, and cut off his thumbs and his great toes. Judges 1:7 And Adonibezek said, Seventy kings, having their thumbs and their great toes cut off, gathered their food under my table: as I therefore have done, so God has recompensed me: and they brought him to Jerusalem, and he died there. Judges 1:8 And the children of Judas fought against Jerusalem, and took it, and smote with the edge of the sword, and they burnt the city with fire. Judges 1:9 ¶ And afterwards the children of Judas went down to fight with the Chananite dwelling in the hill country, and the south, and the plain country. Judges 1:10 And Judas went to the Chananite who dwelt in Chebron; and Chebron came out against him; [[and the name of Chebron before was Cariatharbocsepher:]] and they smote Sessi, and Achiman, and Tholmi, children of Enac. Judges 1:11 And they went up thence to the inhabitants of Dabir; but the name of Dabir was before Cariathsepher, the city of Letters. Judges 1:12 And Chaleb said, Whosoever shall smite the city of Letters, and shall first take it, I will give to him Ascha my daughter to wife. Judges 1:13 And Gothoniel the younger son of Kenez the brother of Chaleb took it; and Chaleb gave him his daughter Ascha to wife. Judges 1:14 And it came to pass as she went in, that Gothoniel urged her to ask a field of her father; and she murmured and cried from off her ass, Thou hast sent me forth into a south land: and Chaleb said to her, What is thy request? Judges 1:15 And Ascha said to him, Give me, I pray thee, a blessing, for thou hast sent me forth into a south land, and thou shalt give me the ransom of water: and Chaleb gave her according to her heart the ransom of the upper springs and the ransom of the low springs. Judges 1:16 And the children of Jothor the Kenite the father-in-law of Moses went up from the city of palm- trees with the children of Judas, to the wilderness that is in the south of Juda, which is at the descent of Arad, and they dwelt with the people. Judges 1:17 And Judas went with Symeon his brother, and smote the Chananite that inhabited Sepheth, and they utterly destroyed them; and they called the name of the city Anathema. Judges 1:18 But Judas did not inherit Gaza nor her coasts, nor Ascalon nor her coasts, nor Accaron nor her coasts, nor Azotus nor the lands around it. Judges 1:19 And the Lord was with Judas, and he inherited the mountain; for they were not able to destroy the inhabitants of the valley, for Rechab prevented them. Judges 1:20 And they gave Chebron to Chaleb, as Moses said; and thence he inherited the three cities of the children of Enac. Judges 1:21 ¶ But the children of Benjamin did not take the inheritance of the Jebusite who dwelt in Jerusalem; and the Jebusite dwelt with the children of Benjamin in Jerusalem until this day. Judges 1:22 And the sons of Joseph, they also went up to Baethel; and the Lord was with them. Judges 1:23 And they encamped and surveyed Baethel: and the name of the city before was Luza. Judges 1:24 And the spies looked, and behold, a man went out of the city, and they took him; and they said to him, Shew us the way into the city, and we will deal mercifully with thee. Judges 1:25 And he shewed them the way into the city; and they smote the city with the edge of the sword; but they let go the man and his family. Judges 1:26 And the man went into the land of Chettin, and built there a city, and called the name of it Luza; this is its name until this day. Judges 1:27 And Manasse did not drive out the inhabitants of Baethsan, which is a city of Scythians, nor her towns, nor her suburbs; nor Thanac, nor her towns; nor the inhabitants of Dor, nor her suburbs, nor her towns; nor the inhabitant of Balac, nor her suburbs, nor her towns; nor the inhabitants of Magedo, nor her suburbs, nor her towns; nor the inhabitants of Jeblaam, nor her suburbs, nor her towns; and the Chananite began to dwell in this land. Judges 1:28 And it came to pass when Israel was strong, that he made the Chananite tributary, but did not utterly drive them out. Judges 1:29 And Ephraim did not drive out the Chananite that dwelt in Gazer; and the Chananite dwelt in the midst of him in Gazer, and became tributary. Judges 1:30 And Zabulon did not drive out the inhabitants of Kedron, nor the inhabitants of Domana: and the Chananite dwelt in the midst of them, and became tributary to them. Judges 1:31 And Aser did not drive out the inhabitants of Accho, and that people became tributary to him, nor the inhabitants of Dor, nor the inhabitants of Sidon, nor the inhabitants of Dalaph, nor Aschazi, nor Chebda, nor Nai, nor Ereo. Judges 1:32 And Aser dwelt in the midst of the Chananite who inhabited the land, for he could not drive him out. Judges 1:33 And Nephthali did not drive out the inhabitants of Baethsamys, nor the inhabitants of Baethanach; and Nephthali dwelt in the midst of the Chananite who inhabited the land: but the inhabitants of Bethsamys and of Baetheneth became tributary to them. Judges 1:34 And the Amorite drove out the children of Dan into the mountains, for they did not suffer them to come down into the valley. Judges 1:35 And the Amorite began to dwell in the mountain of shells, in which are bears, and foxes, in Myrsinon, and in Thalabin; and the hand of the house of Joseph was heavy upon the Amorite, and he became tributary to them. Judges 1:36 And the border of the Amorite was from the going up of Acrabin, from the rock and upwards."
