book,chapter,verse,text
Genesis,1,26,"And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over"
Genesis,1,27,"And God created man in his own image, in the"
Genesis,1,28,"And God blessed them: and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it; and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the"
Genesis,1,29,"And God said, Behold, I have given you every herb yielding seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat: 30and to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon"
Genesis,1,31,"And God saw every thing that he had made, and, behold, it was very good. And there was evening and there was morning, the sixth day."
Genesis,2,1,"And the heaven and the earth were finished, and all the host of them."
Genesis,2,2,And on the seventh day God finished his work which he had made; and he rested on the seventh day from all his work which he
Genesis,2,3,"And God blessed the seventh day, and hallowed it: because that in it he rested from all his work which God had created and made. Man and Woman in the Garden"
Genesis,2,4,"These are the generations of the heaven and of the earth when they were created, in the day that"
Genesis,2,5,"And no plant of the field was yet in the earth, and no herb of the field had yet sprung up: for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground; 6but there went up a mist from the earth, and watered the whole face of"
Genesis,2,7,"And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul."
Genesis,2,8,"And the LORD God planted a garden eastward, in Eden; and there he put the man whom he had"
Genesis,2,9,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil."
Genesis,2,10,"And a river went out of Eden to water the garden; and from thence it was parted, and became four"
Genesis,2,11,"The name of the first is Pishon: that is it which compasseth the whole land of Havilah, where"
Genesis,2,13,And the
Genesis,2,14,And the name of the third river is Hiddekel: that is it which goeth in front of Assyria. And the fourth river is Euphrates.
Genesis,2,15,"And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it."
Genesis,2,16,"And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat: 17but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die."
Genesis,2,18,"And the LORD God said, It is not good that the man should be alone; I will make him an help meet"
Genesis,2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto the man to see what he would call them: and whatsoever the man called"
Genesis,2,20,"And the man gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for man there was not found an help meet for him."
Genesis,2,21,"And the LORD God caused a deep sleep to fall upon the man, and he slept; and he took one of his ribs, and closed up the flesh instead thereof: 22and the rib, which the LORD God had taken from the man, made he a woman, and brought her unto the man."
Genesis,2,23,"And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man."
Genesis,2,24,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall"
Genesis,2,25,"And they were both naked, the man and his wife, and were not ashamed."
Genesis,3,1,Now the serpent was more subtil than any beast of the field which the LORD God had made. And he
Genesis,3,2,"And the woman said unto the serpent, Of the fruit of the trees of the garden we may eat: 3but of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest"
Genesis,3,4,"And the serpent said unto the woman, Ye shall not surely die: 5for God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as God, knowing good and evil."
Genesis,3,6,"And when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and did eat; and she"
Genesis,3,7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons. God Arraigns Adam and Eve"
Genesis,3,8,And they heard the voice of the LORD God walking in the garden in the cool of the day: and the man
Genesis,3,9,And
Genesis,3,10,"And he said, I heard thy"
Genesis,3,11,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest"
Genesis,3,12,"And the man said, The woman whom thou gavest to be with me, she gave me of the tree,"
Genesis,3,13,"And the LORD God said unto the woman, What is this thou hast done? And the woman said, The serpent beguiled me, and I did eat. The Fate of the Serpent"
Genesis,3,14,"And the LORD God said unto the serpent, Because thou hast done this, cursed art thou above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life: 15and I will put enmity between thee and the woman, and between thy seed and her seed: it shall bruise thy head, and thou shalt bruise his heel. The Punishment of Mankind"
Genesis,3,16,"Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee."
Genesis,3,17,"And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in toil shalt thou eat of it all the days of thy life; 18thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field; 19in the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return."
Genesis,3,20,And the man called his wife’s name Eve; because she was the mother of all living. The Expulsion from Paradise
Genesis,3,21,"And the LORD God made for Adam and for his wife coats of skins, and clothed them."
Genesis,3,22,"And the LORD God said, Behold, the man is become as one of us, to know good and evil; and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever: 23therefore the"
Genesis,3,24,"So he drove out the man; and he placed at the east of the garden of Eden the Cherubim, and the flame of a sword which turned every way, to keep the way of the tree of life."
Genesis,4,1,"And the man knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man"
Genesis,4,2,"And again she bare his brother Abel. And Abel was a keeper of sheep, but"
Genesis,4,3,"And in process of time it came to pass, that Cain brought of the fruit"
Genesis,4,4,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering: 5but unto Cain and to his"
Genesis,4,6,And the LORD said
Genesis,4,7,"If thou doest well, shalt thou not be accepted? and if thou doest not well, sin coucheth at the door: and unto thee shall be his desire, and thou shalt rule over him."
Genesis,4,8,"And Cain told Abel his brother. And it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him."
Genesis,4,9,"And the LORD said unto Cain, Where is Abel thy brother? And he said, I know not: am I my brother’s"
Genesis,4,10,"And he said, What hast thou done? the voice of thy brother’s blood crieth unto me from the"
Genesis,4,11,"And now cursed art thou from the ground, which hath opened her mouth to receive thy brother’s blood from thy hand; 12when thou tillest the ground, it shall not henceforth yield unto thee"
Genesis,4,13,"And Cain said unto the LORD, My"
Genesis,4,14,"Behold, thou hast driven me out this day from the face of the ground; and from thy face shall I be hid; and I shall be a fugitive and a wanderer in the earth; and it"
Genesis,4,15,"And the LORD said unto him, Therefore whosoever slayeth Cain, vengeance shall be taken on him sevenfold. And the LORD appointed a sign for Cain, lest any finding him should smite him."
Genesis,4,16,"And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden. The Descendants of Cain"
Genesis,4,17,"And Cain knew his wife; and she conceived, and bare Enoch: and he builded a city, and called the"
Genesis,4,18,And unto Enoch was born Irad: and Irad begat
Genesis,4,19,And Lamech took unto
Genesis,4,20,And Adah bare
Genesis,4,21,And his brother’s name was Jubal:
Genesis,4,22,"And Zillah, she also bare Tubal-cain, the forger of every cutting instrument of brass and iron: and the sister of Tubal-cain was Naamah."
Genesis,4,23,"And Lamech said unto his wives: Adah and Zillah, hear my voice; Ye wives of Lamech, hearken unto my speech: For I have slain a man for wounding me, And a young man for bruising me:"
Genesis,4,24,"If Cain shall be avenged sevenfold, Truly Lamech seventy and sevenfold. Seth and Enosh"
Genesis,4,25,"And Adam knew his wife again; and she bare a son, and called his name Seth: For, said she, God"
Genesis,4,26,"And to Seth, to him also there was born a son; and he called his name Enosh: then began men to call upon the name of the LORD."
Genesis,5,1,"This is the book of the generations of Adam. In the day that God created man, in the likeness of God made he him; 2male and female created he them; and blessed them, and called their name Adam, in the day when they were created."
Genesis,5,3,"And Adam lived an hundred and thirty years, and begat a son in his own likeness, after his image; and called his name Seth: 4and the days of Adam after he begat Seth were eight hundred years: and"
Genesis,5,5,And all the days that Adam lived were nine hundred and thirty years: and he died.
Genesis,5,6,"And Seth lived an hundred and five years, and begat Enosh: 7and Seth lived after he begat Enosh eight hundred and seven years, and begat sons and daughters: 8and all the days of Seth were nine hundred and twelve years: and he died."
Genesis,5,9,"And Enosh lived ninety years, and begat Kenan: 10and Enosh lived after he begat Kenan eight hundred and fifteen years, and begat sons and daughters: 11and all the days of Enosh were nine hundred and five years: and he died."
Genesis,5,12,"And Kenan lived seventy years, and begat Mahalalel: 13and Kenan lived after he begat Mahalalel eight hundred and forty years, and begat sons and daughters: 14and all the days of Kenan were nine hundred and ten years: and he died."
Genesis,5,15,"And Mahalalel lived sixty and five years, and begat Jared:"
Genesis,5,16,"And Mahalalel lived after he begat Jared eight hundred and thirty years, and begat sons and daughters: 17and all the days of Mahalalel were eight hundred ninety and five years: and he died. God Takes Up Enoch (Hebrews 11:5)"
Genesis,5,18,"And Jared lived an hundred sixty and two years, and begat Enoch: 19and Jared lived after he begat"
Genesis,5,20,And all the days of Jared were nine hundred sixty and two years: and he died.
Genesis,5,21,"And Enoch lived sixty and five years, and begat Methuselah: 22and Enoch walked with God after he begat Methuselah three hundred years, and begat sons and daughters: 23and all the days of Enoch were three hundred sixty and five years: 24and Enoch walked with God: and he was not; for God took him. From Methuselah to Noah"
Genesis,5,25,"And Methuselah lived an hundred eighty and seven years, and begat Lamech: 26and Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:"
Genesis,5,27,And all the days of Methuselah were nine hundred sixty and nine years: and he died.
Genesis,5,28,"And Lamech lived an hundred eighty and two years, and begat a son: 29and he called his name Noah, saying, This same shall comfort us for our work and for the toil of our hands, because of the"
Genesis,5,30,And Lamech lived after he begat Noah five hundred ninety and
Genesis,5,31,And all the days of Lamech were seven hundred seventy and seven years: and he died.
Genesis,5,32,"And Noah was five hundred years old: and Noah begat Shem, Ham, and Japheth."
Genesis,6,1,"And it came to pass, when men began to multiply on the face of the ground, and daughters were born unto them, 2that the sons of God saw the daughters of men that they were fair; and they took"
Genesis,6,3,"And the LORD said, My spirit shall not strive with man for ever, for"
Genesis,6,4,"The Nephilim were in the earth in those days, and also after that, when the sons of God came in unto the daughters of men, and they bare children to them: the same were the mighty men which were of old, the men of renown."
Genesis,6,5,"And the LORD saw that the wickedness of man was great in the earth, and that every imagination of"
Genesis,6,6,And it repented the LORD that he had made man
Genesis,6,7,"And the LORD said, I will destroy man whom I have created from the face of the ground; both man, and beast, and creeping thing, and fowl of the air; for it repeateth me that I have made them. Noah’s Favor with God"
Genesis,6,8,But Noah found grace in the eyes of the LORD.
Genesis,6,9,"These are the generations of Noah. Noah was a righteous man, and perfect in his generations: Noah"
Genesis,6,10,"And Noah begat three sons, Shem, Ham, and Japheth."
Genesis,6,11,"And the earth was corrupt before God, and the earth was filled with violence."
Genesis,6,12,"And God saw the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth. Preparing the Ark (Hebrews 11:7)"
Genesis,6,13,"And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence"
Genesis,6,14,Make thee an ark of gopher wood;
Genesis,6,15,"And this is how thou shalt make it: the length of the ark three hundred cubits, the breadth of it fifty cubits, and the"
Genesis,6,16,"A light shalt thou make to the ark, and to a cubit shalt thou finish it upward; and the door of the ark shalt thou set in the side thereof; with lower, second, and third stories shalt"
Genesis,6,17,"And I, behold, I do bring the flood of waters upon the earth, to destroy all flesh,"
Genesis,6,18,"But I will establish my covenant with thee; and thou shalt come into the ark, thou, and thy sons, and thy wife,"
Genesis,6,19,"And of every living thing of all flesh, two of every sort shalt thou bring"
Genesis,6,20,"Of the fowl after their kind, and of the cattle after their kind, of every creeping thing of the ground after its kind, two of every"
Genesis,6,21,"And take thou unto thee of all food that is eaten, and"
Genesis,6,22,"Thus did Noah; according to all that God commanded him, so did he."
Genesis,7,1,"And the LORD said unto Noah, Come thou and all thy house into the ark; for thee have I seen righteous"
Genesis,7,2,"Of every clean beast thou shalt take to thee seven and seven, the male and his female; and of the beasts that are not clean two, the male and his female; 3of the fowl also of"
Genesis,7,4,"For yet seven days, and I will cause it to rain upon the earth forty days and forty nights; and every living thing"
Genesis,7,5,And Noah did according unto all that the LORD commanded him.
Genesis,7,6,And Noah was six hundred years old when the flood of waters was upon the earth.
Genesis,7,7,"And Noah went in, and his sons, and his wife, and his sons’ wives with him, into the ark, because of the waters of the"
Genesis,7,8,"Of clean beasts, and of beasts that are not clean, and of fowls, and of every thing that creepeth upon the ground, 9there went in two and two unto Noah into the ark, male and female, as God"
Genesis,7,10,"And it came to pass after the seven days, that the waters of the flood were upon"
Genesis,7,11,"In the six hundredth year of Noah’s life, in the second month, on the seventeenth day of the month, on the same day were all the fountains of the great deep broken up, and the windows of"
Genesis,7,12,And the rain was upon the earth forty days and forty nights.
Genesis,7,13,"In the selfsame day entered Noah, and Shem, and Ham, and Japheth, the sons of Noah, and Noah’s wife, and the three wives of his sons with them, into the ark; 14they, and every beast after its kind, and all the cattle after their kind, and every creeping thing that creepeth upon the earth after its kind,"
Genesis,7,15,"And they went in unto Noah into the ark, two"
Genesis,7,16,"And they that went in, went in male and female of all flesh, as God commanded him: and the LORD shut him in."
Genesis,7,17,"And the flood was forty days upon the earth; and the waters increased, and bare up the ark, and it"
Genesis,7,18,"And the waters prevailed, and increased greatly upon the earth; and the"
Genesis,7,19,And the waters prevailed exceedingly upon the earth; and all
Genesis,7,20,Fifteen cubits upward did the
Genesis,7,21,"And all flesh died that moved upon the earth, both fowl, and cattle, and beast, and every creeping thing that creepeth upon the earth, and every man:"
Genesis,7,23,"And every living thing was destroyed which was upon the face of the ground, both man, and cattle, and creeping thing, and fowl of the heaven; and they were destroyed from the earth: and Noah only was"
Genesis,7,24,And the waters prevailed upon the earth an hundred and fifty days.
Genesis,8,1,"And God remembered Noah, and every living thing, and all the cattle that were with him in the ark: and God made a wind to pass over the earth, and the waters assuaged; 2the fountains also of the deep and the windows of heaven were stopped, and the rain from heaven was restrained; 3and the waters returned from off the earth continually: and after the end of an hundred and fifty days the waters"
Genesis,8,4,"And the ark rested in the seventh month, on the seventeenth day of the month, upon the"
Genesis,8,5,"And the waters decreased continually until the tenth month: in the tenth month, on the first day of the month, were the tops of the mountains seen. Noah Sends a Raven and a Dove"
Genesis,8,6,"And it came to pass at the end of forty days, that Noah opened the window of the ark which he had made: 7and he sent forth a raven, and it went forth to and fro, until the waters were dried up from off"
Genesis,8,8,"And he sent forth a dove from him, to see if the waters were abated from off the face of the ground; 9but the dove found no rest for the sole of her foot, and she returned unto him to the ark, for the waters were on the face of the whole earth: and he put forth his hand, and took her, and"
Genesis,8,10,"And he stayed yet other seven days; and again he sent forth the dove out of the ark; 11and the dove came in to him at eventide; and, lo, in her mouth an olive leaf"
Genesis,8,12,And he stayed yet other seven days; and sent forth the dove; and she returned not again unto him any more. Exiting the Ark
Genesis,8,13,"And it came to pass in the six hundred and first year, in the first month, the first day of the month, the waters were dried up from off the earth: and Noah removed the covering of the ark, and looked,"
Genesis,8,14,"And in the second month, on the seven and twentieth"
Genesis,8,15,"And God spake unto Noah, saying,"
Genesis,8,16,"Go forth of the ark, thou,"
Genesis,8,17,"Bring forth with thee every living thing that is with thee of all flesh, both fowl, and cattle, and every creeping thing that creepeth upon the"
Genesis,8,18,"And Noah went forth, and his sons, and his wife, and his sons’ wives with him: 19every beast, every creeping thing, and every fowl, whatsoever moveth upon the earth, after their families, went forth out of the ark. Noah Builds an Altar"
Genesis,8,20,"And Noah builded an altar unto the LORD; and took of every clean beast, and of every clean fowl,"
Genesis,8,21,"And the LORD smelled the sweet savour; and the LORD said in his heart, I will not again curse the ground any more for man’s sake, for that the imagination of man’s heart is evil from his youth; neither will I again smite any more every thing living, as I have done."
Genesis,8,22,"While the earth remaineth, seedtime and harvest, and cold and heat, and summer and winter, and day and night shall not cease."
Genesis,9,1,"And God blessed Noah and his sons, and said unto them, Be fruitful, and multiply, and replenish the"
Genesis,9,2,"And the fear of you and the dread of you shall be upon every beast of the earth, and upon every fowl of the air; with all wherewith the ground teemeth, and all the fishes of the sea, into your"
Genesis,9,3,Every moving thing that liveth shall be food for you; as the green herb have
Genesis,9,4,"But flesh with the life thereof, which is the blood thereof, shall ye not eat."
Genesis,9,5,"And surely your blood, the blood of your lives, will I require; at the hand of every beast will I require it: and at the hand of man, even at the hand of every man’s brother, will I require the life of man."
Genesis,9,6,"Whoso sheddeth man’s blood, by man shall his blood be shed: for in the image of God made he man."
Genesis,9,7,"And you, be ye fruitful, and multiply; bring forth abundantly in the earth, and multiply therein."
Genesis,9,8,"And God spake unto Noah, and to his sons with him, saying,"
Genesis,9,9,"And I, behold, I establish my covenant with you, and with your seed after you; 10and with every living creature that is with you, the fowl, the cattle, and every beast of the earth with you; of all that go out of the ark, even every beast of the"
Genesis,9,11,And I will establish my covenant with you; neither shall all flesh be cut off any more by the
Genesis,9,12,"And God said, This is the token of the covenant which I make between me and you and every living creature that is with"
Genesis,9,13,"I do set my bow in the cloud, and it shall be for a token of a covenant"
Genesis,9,14,"And it shall come to pass, when I bring a cloud over the earth, that the bow shall be seen in the cloud, 15and I will remember my covenant, which is between me and you and every living creature of all flesh; and the waters shall no more become a flood to destroy all flesh."
Genesis,9,16,"And the bow shall be in the cloud; and I will look upon it, that I may remember the everlasting"
Genesis,9,17,"And God said unto Noah, This is the token of the covenant which I have established between me and all flesh that is upon the earth. Noah’s Shame and Canaan’s Curse"
Genesis,9,18,"And the sons of Noah, that went forth of the ark, were Shem, and Ham, and Japheth: and Ham is"
Genesis,9,19,These three were the sons of Noah: and of these was the whole earth overspread.
Genesis,9,20,"And Noah began to be an husbandman, and planted a vineyard: 21and he drank of the wine, and"
Genesis,9,22,"And Ham, the father of Canaan, saw the"
Genesis,9,23,"And Shem and Japheth took a garment, and laid it upon both their shoulders, and went backward, and covered the nakedness of their father;"
Genesis,9,24,"And Noah awoke from his wine, and knew what his youngest son had done unto him."
Genesis,9,25,"And he said, Cursed be Canaan; A servant of servants shall he be unto his brethren. Shem’s Blessing and Noah’s Death"
Genesis,9,26,"And he said, Blessed be the LORD, the God of Shem; And let Canaan be his servant."
Genesis,9,27,"God enlarge Japheth, And let him dwell in the tents of Shem; And let Canaan be his servant."
Genesis,9,28,And Noah lived after the flood three hundred and fifty years.
Genesis,9,29,And all the days of Noah were nine hundred and fifty years: and he died.
Genesis,10,1,"Now these are the generations of the sons of Noah, Shem Ham and Japheth: and unto them were sons born after the flood. The Japhethites"
Genesis,10,2,"The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras."
Genesis,10,3,"And the sons of Gomer; Ashkenaz, and Riphath, and Togarmah."
Genesis,10,4,"And the sons of Javan; Elishah, and"
Genesis,10,5,"Of these were the isles of the nations divided in their lands, every one after his tongue; after their families, in their nations. The Hamites"
Genesis,10,6,"And the sons of Ham; Cush, and Mizraim, and Put, and Canaan."
Genesis,10,7,"And the sons of Cush; Seba, and"
Genesis,10,8,And
Genesis,10,9,He was a mighty hunter before the
Genesis,10,10,And the beginning of his
Genesis,10,11,"Out of that land he went forth into Assyria, and builded Nineveh, and Rehoboth-Ir, and Calah, 12and Resen between"
Genesis,10,13,"And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim, 14and Pathrusim, and Casluhim (whence went forth the Philistines), and Caphtorim."
Genesis,10,15,"And Canaan begat Zidon his firstborn, and Heth; 16and the Jebusite, and the Amorite, and the Girgashite; 17and the Hivite, and the Arkite, and the Sinite; 18and the Arvadite, and the Zemarite, and"
Genesis,10,19,"And the border of the Canaanite was from Zidon, as thou goest toward Gerar, unto Gaza; as thou goest toward Sodom"
Genesis,10,20,"These are the sons of Ham, after their families, after their tongues, in their lands, in their nations. The Semites"
Genesis,10,21,"And unto Shem, the father of all the children of Eber, the elder brother of Japheth, to him also were"
Genesis,10,22,"The sons of Shem; Elam, and Asshur, and Arpachshad, and Lud, and Aram."
Genesis,10,23,And the
Genesis,10,24,And Arpachshad begat Shelah; and Shelah begat
Genesis,10,25,And unto Eber were born two sons: the name of the one was Peleg; for in his days was the
Genesis,10,26,"And Joktan begat Almodad, and Sheleph, and Hazarmaveth, and Jerah; 27and Hadoram, and Uzal, and Diklah; 28and Obal, and Abimael, and Sheba;"
Genesis,10,30,And their dwelling was from
Genesis,10,31,"These are the sons of Shem, after their families, after their tongues, in their lands, after their nations."
Genesis,10,32,"These are the families of the sons of Noah, after their generations, in their nations: and of these were the nations divided in the earth after the flood."
Genesis,11,1,And the whole earth was of one language and of one speech.
Genesis,11,2,"And it came to pass, as they journeyed"
Genesis,11,3,"And they said one to another, Go to, let us make brick, and burn them throughly. And they had brick for stone, and slime had they"
Genesis,11,4,"And they said, Go to, let us build us a city, and a tower, whose top may reach unto heaven,"
Genesis,11,5,And the
Genesis,11,6,"And the LORD said, Behold, they are one people, and they have all one language; and this is what they begin to do:"
Genesis,11,7,"Go to, let us go down, and"
Genesis,11,8,So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city.
Genesis,11,9,Therefore was the name of it called Babel; because the LORD did there confound the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth. Genealogy from Shem to Abram (1 Chronicles 1:17–27)
Genesis,11,10,"These are the generations of Shem. Shem was an hundred years old, and begat Arpachshad two years after the flood: 11and Shem lived after he begat Arpachshad five hundred years, and begat sons and daughters."
Genesis,11,12,"And Arpachshad lived five and thirty years, and begat Shelah: 13and Arpachshad lived after he begat Shelah four hundred and three years, and begat sons and daughters."
Genesis,11,14,"And Shelah lived thirty years, and begat Eber: 15and Shelah lived after he begat Eber four hundred and three years, and begat sons and daughters."
Genesis,11,16,"And Eber lived four and thirty years, and begat Peleg: 17and Eber lived after he begat Peleg four hundred and thirty years, and begat sons and daughters."
Genesis,11,18,"And Peleg lived thirty years, and begat Reu: 19and Peleg lived after he begat Reu two hundred and nine years, and begat sons and daughters."
Genesis,11,20,"And Reu lived two and thirty years, and begat Serug: 21and Reu lived after he begat Serug two hundred and seven years, and begat sons and daughters."
Genesis,11,22,"And Serug lived thirty years, and begat Nahor: 23and Serug lived after he begat Nahor two hundred years, and begat sons and daughters."
Genesis,11,24,"And Nahor lived nine and twenty years, and begat Terah: 25and Nahor lived after he begat Terah an hundred and nineteen years, and begat sons and daughters."
Genesis,11,26,"And Terah lived seventy years, and begat Abram, Nahor, and Haran. Terah’s Descendants"
Genesis,11,27,"Now these are the generations of Terah. Terah begat Abram, Nahor, and Haran; and Haran begat"
Genesis,11,28,"And Haran died in the presence of his father Terah in the land of his nativity, in Ur of the"
Genesis,11,29,"And Abram and Nahor took them wives: the name of Abram’s wife was Sarai; and the name of Nahor’s wife, Milcah, the daughter of Haran, the father of Milcah, and the father of Iscah."
Genesis,11,30,And Sarai was barren; she had no child.
Genesis,11,31,"And Terah took Abram his son, and Lot the son of Haran, his son’s son, and Sarai his daughter in law, his son Abram’s wife; and they went forth with them from Ur of the Chaldees, to go into the land"
Genesis,11,32,And the days of Terah were two hundred and five years: and Terah died in Haran.
Genesis,12,1,"Now the LORD said unto Abram, Get thee out of thy country, and from thy kindred, and from thy father’s house, unto the land that I will shew thee: 2and I will make of thee a great nation, and I will bless thee, and make thy name great; and be thou a blessing: 3and I will bless them that bless thee, and him that curseth thee will I curse: and in thee shall all the families of the earth be blessed."
Genesis,12,4,"So Abram went, as the LORD had spoken unto him; and Lot went with him: and Abram was seventy"
Genesis,12,5,"And Abram took Sarai his wife, and Lot his brother’s son, and all their substance that they had gathered, and the souls that they had gotten in Haran; and"
Genesis,12,6,"And Abram passed through the land unto the place of Shechem, unto the oak of Moreh. And the Canaanite was"
Genesis,12,7,"And the LORD appeared unto Abram, and said, Unto thy seed will I give this land:"
Genesis,12,8,"And he removed from thence unto the mountain on the east of Beth-el, and pitched his tent, having Beth-el on the west, and Ai on"
Genesis,12,9,"And Abram journeyed, going on still toward the South. Abram and Sarai in Egypt"
Genesis,12,10,And there was a famine in the land: and Abram went down into Egypt to sojourn there; for the
Genesis,12,11,"And it came to pass, when he was come near to enter into Egypt, that he said unto Sarai his wife, Behold now, I know that thou art a fair woman to look upon: 12and it shall come to pass, when the Egyptians shall see thee, that they shall say, This is his wife: and they will kill"
Genesis,12,13,"Say, I pray thee, thou art my sister: that it may be well with me"
Genesis,12,14,"And it came to pass, that, when Abram was"
Genesis,12,15,And the princes of Pharaoh
Genesis,12,16,"And he entreated Abram well for her sake: and he had sheep, and oxen, and he-asses, and menservants, and maidservants, and she-asses, and camels."
Genesis,12,17,And the LORD plagued Pharaoh and his house with great plagues because of Sarai Abram’s wife.
Genesis,12,18,"And Pharaoh called Abram, and said, What is this that thou hast done unto me? why didst thou not"
Genesis,12,19,"Why saidst thou, She is my sister? so that I took her to be my wife:"
Genesis,12,20,"And Pharaoh gave men charge concerning him: and they brought him on the way, and his wife, and all that he had."
Genesis,13,1,"And Abram went up out of Egypt, he, and his wife, and all that he had, and Lot with him, into the South."
Genesis,13,2,"And Abram was very rich in cattle, in silver, and in gold."
Genesis,13,3,"And he went on his journeys from the South even to Beth-el, unto the place where his tent had been at the beginning, between Beth-el and Ai; 4unto the place of the altar, which he had made there at the first: and there Abram called on the name"
Genesis,13,5,"And Lot also, which went with Abram, had flocks, and herds, and tents."
Genesis,13,6,"And the land was not able to bear them, that they might dwell together: for their substance was great, so that they"
Genesis,13,7,And there was a strife between the herdmen of Abram’s cattle and the herdmen of Lot’s cattle: and the Canaanite and the Perizzite dwelled then in the land.
Genesis,13,8,"And Abram said unto Lot, Let there be no strife, I pray thee, between me and thee, and between my"
